content,score,thumbsUpCount,cleaned_content,sentiment_label,word_count,review_date
Tolong banget dong matikan premium di spotify ini saya gk bisa untuk dengar lagu,5,0,tolong banget dong matikan premium di spotify ini saya gk bisa untuk dengar lagu,positive,14,
makasih udah nemenin hari hari gua,5,0,makasih udah nemenin hari hari gua,negative,6,
Sering-sering promo premium yang murah,5,6,seringsering promo premium yang murah,negative,5,
Semoga lebih murah lagi langganan nya,5,0,semoga lebih murah lagi langganan nya,negative,6,
Padahal sudah beli premium tapi kok belum terdaftar ya?,5,0,padahal sudah beli premium tapi kok belum terdaftar ya,positive,9,
males dibatasi dan sekarang shuffle,1,0,males dibatasi dan sekarang shuffle,positive,5,
Bagus banget deh,4,0,bagus banget deh,negative,3,
"Spotify tuh labil ya. Sebentar ubah tampilan 'Lagu Berikutnya', padahal enakan yang ada gambarnya. Biar lebih gampang ngatur lagu mana yang mau diputar dulu atau dihapus dari daftar putar selanjutnya. Eh, malah balik lagi ke setelan awal, cuma ada tulisan judul lagu & penyanyi doang. Gue yang lagunya kebanyakan Jepang jadi bingung, woy, itu lagu apa! 🗿 Andai bisa kirim foto, udah kukirim ke sini aja biar nggak ribet.",5,833,spotify tuh labil ya sebentar ubah tampilan lagu berikutnya padahal enakan yang ada gambarnya biar lebih gampang ngatur lagu mana yang mau diputar dulu atau dihapus dari daftar putar selanjutnya eh malah balik lagi ke setelan awal cuma ada tulisan judul lagu penyanyi doang gue yang lagunya kebanyakan jepang jadi bingung woy itu lagu apa andai bisa kirim foto udah kukirim ke sini saja biar tidak ribet,positive,67,
Lagunya sih bagus tapi aku gak punya duit buat beli yang premium,5,0,lagunya sih bagus tapi aku tidak punya duit buat beli yang premium,negative,12,
Mana promo 3 bulan premium harga 27.500 yang kau janjikan itu ha,1,0,mana promo bulan premium harga yang kau janjikan itu ha,positive,10,
Mantap dengar lagu disini,5,0,mantap dengar lagu disini,negative,4,
Cocok Diputar Bersamaan Saat Aktifitas. Tinggal Pilih Lagu Yang Kita Inginkan. Apalagi Yang Premium Mantap Dech.,5,3,cocok diputar bersamaan saat aktifitas tinggal pilih lagu yang kita inginkan apalagi yang premium mantap dech,negative,16,
Goodddss,5,0,goodddss,negative,1,
buat free premium awal 3 bulan kalau bisa,4,0,buat free premium awal bulan kalau bisa,negative,7,
Supportivitas. Tanpa batas,5,0,supportivitas tanpa batas,positive,3,
Slalu oke akusuka musik nya,5,0,slalu oke akusuka musik nya,negative,5,
Bagus no kendala,5,0,bagus no kendala,negative,3,
Kalo kata ak dengerin lagunya jangan dibatasi,4,0,kalo kata ak dengerin lagunya jangan dibatasi,negative,7,
"Bagus(good) banyak lagu yg harus di dengar di Spotify, nyaman menggunakan nya",5,0,bagusgood banyak lagu yang harus di dengar di spotify nyaman menggunakan nya,negative,12,
Alhamdulillah lumayan menghibur,4,0,alhamdulillah lumayan menghibur,negative,3,
"Suke bgt... Apa lagi dengar lagu apt, die with aa smile, garam&madu, drip👍👍👍",5,0,suke banget apa lagi dengar lagu apt die with aa smile garammadu drip,negative,13,
cuman masalah iklann,5,0,cuman masalah iklann,positive,3,
Baik sekali tapi kadang kadang eror,5,0,baik sekali tapi kadang kadang eror,positive,6,
Update trs,1,0,update terus,negative,2,
Lagunya enak enak mau kapanpun dengarnya,5,0,lagunya enak enak mau kapanpun dengarnya,negative,6,
buat gg cuy,5,0,buat gg cuy,negative,3,
Aplikasi nya bagus dan juga menghibur ke seharian kita,5,0,aplikasi nya bagus dan juga menghibur ke seharian kita,negative,9,
menyarankan agar tidak ada iklan 🤣🤣🤣,5,0,menyarankan agar tidak ada iklan,negative,5,
Spotify makin lama makin JD gembel.... mesti byr bulanan....kecewa,1,0,spotify semakin lama semakin jd gembel mesti byr bulanankecewa,positive,9,
Cukup menghibur,3,0,cukup menghibur,negative,2,
Apk nya baguslah,5,0,apk nya baguslah,negative,3,
Pas pake main game kenapa musik nya lansung berhenti baru ke seting,1,0,pas pake main game kenapa musik nya lansung berhenti baru ke seting,positive,12,
Aku sangat karena iklannya sedikit dan banyak murotal juga,5,0,aku sangat karena iklannya sedikit dan banyak murotal juga,negative,9,
Saya pingin memasang Spotify,5,0,saya pingin memasang spotify,negative,4,
"Enak sambil mendengarkan lagu yang sesuai yang di inginkan,dan sambil menikmati pemandangan yang bagus dan segar",5,8,enak sambil mendengarkan lagu yang sesuai yang di inginkandan sambil menikmati pemandangan yang bagus dan segar,negative,16,
suara nya jlek,1,0,suara nya jlek,positive,3,
Seru sih seru tapi pas dngerin lagu yg kita suka abis malah lagu jadul semua yg di putar,1,0,seru sih seru tapi pas dngerin lagu yang kita suka abis malah lagu jadul semua yang di putar,positive,18,
Bagus banget walaupun gak bisa dipakai untuk yang p,5,0,bagus banget walaupun tidak bisa dipakai untuk yang p,negative,9,
apk pelit,1,0,apk pelit,positive,2,
Spotify nya keren banget bisa putar musik ofline pokok nya bintang 5 dah buat spotify nya,5,2,spotify nya keren banget bisa putar musik ofline pokok nya bintang sudah buat spotify nya,negative,15,
tolongg saya lagi dengerin playlist saya tapi nga bisa gimana ini tehh harus banget premium saya kan nga ada 💸💸💸💸,1,1,tolongg saya lagi dengerin playlist saya tapi nga bisa gimana ini tehh harus banget premium saya kan nga ada,positive,19,
Pelit...,3,0,pelit,positive,1,
aplikasi ini sangat bagus. karena bisa mencari music seperti kpop dan lain lain,5,0,aplikasi ini sangat bagus karena bisa mencari music seperti kpop dan lain lain,negative,13,
mantuull,5,0,mantuull,negative,1,
Iklannya ganggu banget,2,0,iklannya ganggu banget,positive,3,
Kurang nya harus premium,5,0,kurang nya harus premium,positive,4,
"Banyak lagu yang bisa di putar,kita bisa baca liriknya pokoknya kalian harus download buat dengerin lagu yang asik asik",5,3,banyak lagu yang bisa di putarkita bisa baca liriknya pokoknya kalian harus download buat dengerin lagu yang asik asik,negative,19,
"bagus,tapi banyak iklan. sadar diri sih orang yg gratis kok👍",4,0,bagustapi banyak iklan sadar diri sih orang yang gratis kok,positive,10,
Bagus banget lagu apapun ada yg kita mau,5,0,bagus banget lagu apapun ada yang kita mau,negative,8,
Puas...,5,0,puas,negative,1,
"Spotify,,man'tul..,,✌️👌👍",5,0,spotifymantul,positive,1,
Lagukeren banget,5,0,lagukeren banget,negative,2,
Mantab👍,5,0,mantab,negative,1,
bisa hafal lagu yang aku suka,5,0,bisa hafal lagu yang aku suka,negative,6,
bagus semua lagu ada di situ tapi makin hati makin kaya kalo mau stel lagu di playlist harus bayar duluuu,4,3,bagus semua lagu ada di situ tapi semakin hati semakin kaya kalo mau stel lagu di playlist harus bayar duluuu,negative,20,
I love this app 🤍🤍🤍,5,0,i love this app,negative,4,
Seru Aplikasinya Banyak Lagu2 Favorite Yang Bisa didengarkan kapan aja saat lagi santai...,5,0,seru aplikasinya banyak lagu favorite yang bisa didengarkan kapan saja saat lagi santai,negative,13,
Kpop kpop mau denger lagu aja ketemu iklan kpop,1,0,kpop kpop mau denger lagu saja ketemu iklan kpop,negative,9,
"Spotify tuu emang bagusss banget, dan kepakee buat akuu, cuma minusnyaa banyak banget iklan, but its okee aku masi bisa memaklumi, pokonyaa love u buat Spotify 🤍🤍🤍",5,1,spotify tuu emang bagusss banget dan kepakee buat akuu cuma minusnyaa banyak banget iklan but its okee aku masi bisa memaklumi pokonyaa love u buat spotify,negative,26,
semua lagu ada👍👍,5,0,semua lagu ada,positive,3,
Menarik lagu yah,4,0,menarik lagu yah,negative,3,
Lengkap lagu nya,5,0,lengkap lagu nya,negative,3,
Betul,5,0,betul,negative,1,
Okey sih,5,0,okey sih,positive,2,
Gak bisa di ulang,3,0,tidak bisa di ulang,positive,4,
Sekarang gak suka baru beberapa putar lagu langsung mati,1,1,sekarang tidak suka baru beberapa putar lagu langsung mati,positive,9,
Ngebug mulu,1,0,ngebug mulu,positive,2,
Bagus banget atau sekarang kalian harus donlot ini sekarang deh,5,0,bagus banget atau sekarang kalian harus donlot ini sekarang deh,negative,10,
Lebih baik spotify dari pada reso,5,0,lebih baik spotify dari pada reso,negative,6,
Tiba tiba disuruh bayar langganan apaan coba kalau cuman 20rb / 30rb wajar ini sampai 70rb,1,0,tiba tiba disuruh bayar langganan apaan coba kalau cuman rb rb wajar ini sampai rb,positive,15,
Aplikasi ini berguna buatt waktuu luangg kuu,5,0,aplikasi ini berguna buatt waktuu luangg kuu,negative,7,
di kasih batesan anj kalo mau dengerin lagu,3,0,di kasih batesan anj kalo mau dengerin lagu,positive,8,
Bagus paslagi galau,5,0,bagus paslagi galau,negative,3,
suka dengan aplikasinya dan musik ny tpi malas nyumbang decull,4,0,suka dengan aplikasinya dan musik ny tpi malas nyumbang decull,negative,10,
"SPOTIFY MAKIN PELIT, APA APA HARUS PREMIUM. DIKIRA SEMUANYA BISA BELI PREMIUM KALI, SETIDAKNYA FITUR SEDERHANA JGN DI PREM IN LAH NGAB",1,1,spotify semakin pelit apa apa harus premium dikira semuanya bisa beli premium kali setidaknya fitur sederhana jgn di prem in lah ngab,positive,22,
pakai premium untuk lebih baik,5,0,pakai premium untuk lebih baik,negative,5,
Aku suka bgt pokok nya💕💖,5,0,aku suka banget pokok nya,negative,5,
enak untuk mendengarkan musik apalagi saat main game,5,0,enak untuk mendengarkan musik apalagi saat main game,negative,8,
Sangat bagus buat sad mah,5,0,sangat bagus buat sad mah,negative,5,
Tidak bisa beli akun premium.,2,0,tidak bisa beli akun premium,negative,5,
min kok ngak masok premium ku padahal pembayaran berhasil,1,0,min kok ngak masok premium ku padahal pembayaran berhasil,positive,9,
Min mau premium tapi kok gada payment ovo?,5,0,min mau premium tapi kok gada payment ovo,positive,8,
Aww,5,0,aww,negative,1,
"Spotify menurut pengalaman saya baru kali ini ga beres,kenapa pas nyetel lagu cuma bisa buat premium dan di alihkan ke lagu lain? padahal gratis juga ada iklannya, tolong lah perbaiki",5,3,spotify menurut pengalaman saya baru kali ini tidak bereskenapa pas nyetel lagu cuma bisa buat premium dan di alihkan ke lagu lain padahal gratis juga ada iklannya tolong lah perbaiki,positive,30,
"LAILAHAILLALLAH SPOTIFYYY SUMPAH GEDEK BANGET AKU SAMA IKLAN NYAAAA. bayangin aja setiap satu lagu pasti muncul iklan, iya deh tau mau promosiin biar pake spotify premium tapi ini kalo sampe perlagu gini iklan nya ya ganggu jugaa (๑•̀д•́๑) kesannya malah jadi kayak maksa gitu lho, kalo emang ga mau ada user gratisan yaudah aplikasi nya jadiin premium aja dari awal, ga usah promosi ganggu gini ke user gratisan. 凸( •̀_•́ )凸",3,4,lailahaillallah spotifyyy sumpah gedek banget aku sama iklan nyaaaa bayangin saja setiap satu lagu pasti muncul iklan iya deh tau mau promosiin biar pake spotify premium tapi ini kalo sampe perlagu gini iklan nya ya ganggu jugaa kesannya malah jadi kayak maksa gitu lho kalo emang tidak mau ada user gratisan yaudah aplikasi nya jadiin premium saja dari awal tidak usah promosi ganggu gini ke user gratisan,positive,67,
Bisa di dengar dimana pun dan kapan pun,5,0,bisa di dengar dimana pun dan kapan pun,negative,8,
Gak bisa diputar karena harus premium Musik kok ambil uang tu musik apa gemes,1,3,tidak bisa diputar karena harus premium musik kok ambil uang tu musik apa gemes,positive,14,
aplikasi favorit,5,0,aplikasi favorit,negative,2,
bagus banget jernih suaranya suka banget plisss apa lagi pas pake headset,5,2,bagus banget jernih suaranya suka banget plisss apa lagi pas pake headset,negative,12,
terlalu banyak iklan dan kenapa sekarang harus serba premium,1,0,terlalu banyak iklan dan kenapa sekarang harus serba premium,positive,9,
Apl ini sangat tidak bagus dongloat lama Dan setiap denger lagu banyak iklan,3,0,apl ini sangat tidak bagus dongloat lama dan setiap denger lagu banyak iklan,positive,13,
Mantafff yuhuyyyy,5,0,mantafff yuhuyyyy,negative,2,
"Aplikasinya lumayan bagus,sy suka",4,0,aplikasinya lumayan bagussy suka,negative,4,
Hiburan yg asik,5,0,hiburan yang asik,negative,3,
"TOLONG DONGGGGGGGGGG SPOTIFY gmn sii udh pake email yg bener, transaksi sudah ok bayar 30rb. dan sdh berlangganan juga TAPI GABISA KEPAKEEEEEEEEEEEEEEEEE. tolong bantu please, kebuang deh duit gue. astagaaaaaaaaa",2,0,tolong dongggggggggg spotify gmn sii sudah pake email yang bener transaksi sudah ok bayar rb dan sdh berlangganan juga tapi gabisa kepakeeeeeeeeeeeeeeeee tolong bantu please kebuang deh duit gue astagaaaaaaaaa,positive,30,
"Saya berikan 5 poin bintang, tapi tolong saya udah beli paket premium knpaa kok gak bisa di gunakan yaa, berikan saya hak untuk mendengarkan di premium, mohon pihak Spotify official berikan tanggapan",5,2,saya berikan poin bintang tapi tolong saya udah beli paket premium knpaa kok tidak bisa di gunakan yaa berikan saya hak untuk mendengarkan di premium mohon pihak spotify official berikan tanggapan,negative,31,
Saya sudah beli spotify premium kok tetep gk bisa ya tolong kasih tau caranya tau katanya kalo dah beli paket premium bisa dengerin musik tanpa di acak,3,2,saya sudah beli spotify premium kok tetep gk bisa ya tolong kasih tau caranya tau katanya kalo sudah beli paket premium bisa dengerin musik tanpa di acak,negative,27,
"Gak ada iklan,music nya lengkap,lebih baik dari esound.",5,0,tidak ada iklanmusic nya lengkaplebih baik dari esound,negative,8,
Hampir semua lagu kesukaan premium 👎,3,0,hampir semua lagu kesukaan premium,negative,5,
"why can't the song be downloaded anymore? even though I like to repeat songs, it's difficult.. please correct me, this is very troublesome for those who like to repeat songs.. 😫",1,0,why cant the song be downloaded anymore even though i like to repeat songs its difficult please correct me this is very troublesome for those who like to repeat songs,negative,30,
Apalah mau dengerin ada batasnya dan dikit dikit iklan.,1,0,apalah mau dengerin ada batasnya dan dikit dikit iklan,positive,9,
senang sekali mantap,5,0,senang sekali mantap,negative,3,
"""cause nothing last forever even cold November rain"" 🎸",5,0,cause nothing last forever even cold november rain,positive,8,
Ni aplikasi nya rusak ini saat saya main game eh lagu nya malah mati ini tolong dong diperbaiki 😡😡😡,1,0,ni aplikasi nya rusak ini saat saya main game eh lagu nya malah mati ini tolong dong diperbaiki,positive,18,
Bagus untuk ngedengerin lagu👍🏻,5,0,bagus untuk ngedengerin lagu,negative,4,
Alhamdulillah membantu dan bahagia,5,0,alhamdulillah membantu dan bahagia,negative,4,
bagus tapi banyak iklan,3,0,bagus tapi banyak iklan,positive,4,
Bad,5,0,bad,positive,1,
Mau puter musik aja susah.disuruh bayar,1,0,mau puter musik saja susahdisuruh bayar,positive,6,
Suka aja udah,5,0,suka saja udah,positive,3,
Nice banget buat dengerin lagu,5,0,nice banget buat dengerin lagu,negative,5,
Josss .,5,0,josss,negative,1,
"Suka banget sama Spotify, kalo mau dengerin lagu gk usah download, tinggal buka Spotify praktis dehh...",5,1,suka banget sama spotify kalo mau dengerin lagu gk usah download tinggal buka spotify praktis dehh,negative,16,
baguss sekalii enak buat dengerin lagu kesukaan!!,5,0,baguss sekalii enak buat dengerin lagu kesukaan,negative,7,
Bagus.......,5,0,bagus,negative,1,
"sangat puas, tapi ada sebagian musik yang tidak diberi lirik, tolong diperbaikii yaa",5,0,sangat puas tapi ada sebagian musik yang tidak diberi lirik tolong diperbaikii yaa,positive,13,
Sangat senang,3,0,sangat senang,negative,2,
Sangat puas dengar lagu,5,0,sangat puas dengar lagu,negative,4,
Ga bisa premiummm,1,0,tidak bisa premiummm,positive,3,
Bagus tapi knp ada iklan yah tapi masih tetap bagus kok,5,3,bagus tapi knp ada iklan yah tapi masih tetap bagus kok,negative,11,
Premium kan semuanya uninstall premium membesarkan suara premium 😮‍💨😮‍💨😮‍💨😁,5,1,premium kan semuanya uninstall premium membesarkan suara premium,positive,8,
Aplikasi musik paling the best favorit aku.,5,0,aplikasi musik paling the best favorit aku,negative,7,
Aplikasi music terkeren,5,0,aplikasi music terkeren,negative,3,
Bessst,5,0,bessst,positive,1,
Aplikasi ini dapat digunakan,5,0,aplikasi ini dapat digunakan,negative,4,
Sudah di batalkan berlangganannya malah langsung di potong nya,1,0,sudah di batalkan berlangganannya malah langsung di potong nya,positive,9,
Bagusss bgttt aplikasinya,5,0,bagusss bgttt aplikasinya,negative,3,
tidak bisa membeli paket premiun langsung woi!,3,0,tidak bisa membeli paket premiun langsung woi,negative,7,
Bagus lagunya tapi bnyak iklan,4,0,bagus lagunya tapi bnyak iklan,positive,5,
Bagus gak ada iklan,5,0,bagus tidak ada iklan,negative,4,
sangat baik dalam pelayanan,5,0,sangat baik dalam pelayanan,negative,4,
cocok untuk galau ☹️,5,0,cocok untuk galau,negative,3,
maksa amat pengguna premium!,1,0,maksa amat pengguna premium,positive,4,
bagus tapi udah gaada lirik terjemahannya lagi ya,5,1,bagus tapi udah gaada lirik terjemahannya lagi ya,positive,8,
Platform streaming music terbaik dikelasnya!!,5,0,platform streaming music terbaik dikelasnya,negative,5,
Males bikin akun,1,0,males bikin akun,positive,3,
iklan kek kelamin,1,0,iklan kek kelamin,positive,3,
"Lagunya lengkap, bagus buat gaming👍",5,0,lagunya lengkap bagus buat gaming,negative,5,
Bgus Yh enak aj,5,0,bgus yh enak aj,negative,4,
Sangat luarbiasa,3,0,sangat luarbiasa,negative,2,
"Pinter banget ngasih iklan, kalo setiap malam2 pasti iklanya iklan horor-_",1,0,pinter banget ngasih iklan kalo setiap malam pasti iklanya iklan horor,positive,11,
Thanks spotify udah menemani hari2ku,5,0,thanks spotify udah menemani hariku,negative,5,
ga bisa beli premium anehh eror mulu,1,0,tidak bisa beli premium anehh eror mulu,positive,7,
mudah,4,0,mudah,negative,1,
Musik keren dan bagus,4,0,musik keren dan bagus,negative,4,
saya suka banget,1,0,saya suka banget,negative,3,
Kenapa kalo saya mendengarkan lagu harus online atau bayar padahal saya gak pakai premium,1,1,kenapa kalo saya mendengarkan lagu harus online atau bayar padahal saya tidak pakai premium,positive,14,
Mantap buat nasyid🤟🤟🤟,5,0,mantap buat nasyid,negative,3,
bgus dan menarik,5,0,bgus dan menarik,negative,3,
"Spotfy jadi nambah pelit, pas nyari lagu trus pas di ketik malah harus premium dulu, sorry aja walaupun saya belum premium tapi dibenerin lagi lah ke spotify kayak yang dulu😕",2,3,spotfy jadi nambah pelit pas nyari lagu trus pas di ketik malah harus premium dulu sorry saja walaupun saya belum premium tapi dibenerin lagi lah ke spotify kayak yang dulu,positive,30,
ga laku,1,0,tidak laku,positive,2,
bagusss bangettt walau iklan nya banyak yaaa luvv spotifyy aku suka dengrin midninght serenade,5,0,bagusss bangettt walau iklan nya banyak yaaa luvv spotifyy aku suka dengrin midninght serenade,negative,14,
MNtap,5,0,mntap,positive,1,
"padahal enak banget pake spotify,tapi apkya kadang aneh ga bisa premium",1,10,padahal enak banget pake spotifytapi apkya kadang aneh tidak bisa premium,negative,11,
Aplikasi nya bagus🥰🥰,4,0,aplikasi nya bagus,negative,3,
"Setelah update spotify jadi semakin buruk,Saat memutar musik sambil bermain game atau membuka aplikasi lain musik tiba""mati sendiri padahal sebelum update tidak begini,seharusnya semakin besar update semakin bagus aplikasinya tapi ini semakin update kok malah semakin buruk tolong di perbaiki lagi aplikasinya🙏🏽",1,4,setelah update spotify jadi semakin buruksaat memutar musik sambil bermain game atau membuka aplikasi lain musik tibamati sendiri padahal sebelum update tidak beginiseharusnya semakin besar update semakin bagus aplikasinya tapi ini semakin update kok malah semakin buruk tolong di perbaiki lagi aplikasinya,positive,42,
mantep dh,5,0,mantep dh,positive,2,
"Tidak dapat berlangganan premium, kenapa ya?",2,1,tidak dapat berlangganan premium kenapa ya,positive,6,
Iklan menganggu kali,1,0,iklan menganggu kali,positive,3,
"lagunya banyak tetapi iklan nya juga banyak, but i still like this app",4,1,lagunya banyak tetapi iklan nya juga banyak but i still like this app,positive,13,
Enak banget ngedengerin lagu nya,5,0,enak banget ngedengerin lagu nya,negative,5,
Setiap mau beli paket error,3,0,setiap mau beli paket error,positive,5,
iklan mulu co,1,0,iklan mulu co,positive,3,
Kak ini kenapa ya saya mau beli paket premium selalu tidak dapat menghubungkan terus???,1,0,kak ini kenapa ya saya mau beli paket premium selalu tidak dapat menghubungkan terus,positive,14,
ye i lopyu Spotify POKONYA SA SUKA DENGAR MUSIK TAPI KURANGI IKLAN DAN BAYAR BAYAR TU LOPYU DEHH,5,0,ye i lopyu spotify pokonya sa suka dengar musik tapi kurangi iklan dan bayar bayar tu lopyu dehh,positive,18,
Sangat bagus untuk lagu galau,5,0,sangat bagus untuk lagu galau,negative,5,
Good banget,5,0,good banget,negative,2,
Lagi galau malah di kasih lagu dugem ga jelas,1,0,lagi galau malah di kasih lagu dugem tidak jelas,positive,9,
Keren keren,5,0,keren keren,negative,2,
Aplikasi Ini sangat bgus Gak ada Iklan Dan Pencarian Nya Pun sangat cpt🤩,5,0,aplikasi ini sangat bgus tidak ada iklan dan pencarian nya pun sangat cpt,negative,13,
Kenapa Spotify sekarang jdi harus bayar dengerin lagu?,1,0,kenapa spotify sekarang jdi harus bayar dengerin lagu,positive,8,
Oke bgt,5,0,oke banget,negative,2,
yang jelek itu setiap pemilihan lagu dibatasi,3,0,yang jelek itu setiap pemilihan lagu dibatasi,positive,7,
Bagus harus coba ini →sumpah gak boongggggggg,4,0,bagus harus coba ini sumpah tidak boongggggggg,negative,7,
dan yaps gabut,2,0,dan yaps gabut,positive,3,
Enakk bgt,5,0,enakk banget,negative,2,
mantepll,5,0,mantepll,positive,1,
Bagus sekali apk ini,5,0,bagus sekali apk ini,negative,4,
Gua suka cokkk denger laguu sad dan bikin guaa commbeckk ff dann pas main br gua langsung nya lakan laguu saddd gua kasihh rating 17-10,5,0,gua suka cokkk denger laguu sad dan bikin guaa commbeckk ff dann pas main br gua langsung nya lakan laguu saddd gua kasihh rating,negative,24,
Musik lebih asyik,5,0,musik lebih asyik,negative,3,
Full music sang at menghibur Dan and menyenangkan,5,0,full music sang at menghibur dan and menyenangkan,negative,8,
"Aplikasi yang cukup bagus untuk mendengarkan lagu. Namun, mungkin beberapa hal bisa di perbaiki atau di perbagus dengan hal yang lebih menarik. Bukan berarti semuanya sudah sangat bagus. Aplikasi ini sudah sangat membantu untuk saya yang saat belajar harus mendengarkan musik dan semacamnya. hm.. mungkin itu saja.",5,275,aplikasi yang cukup bagus untuk mendengarkan lagu namun mungkin beberapa hal bisa di perbaiki atau di perbagus dengan hal yang lebih menarik bukan berarti semuanya sudah sangat bagus aplikasi ini sudah sangat membantu untuk saya yang saat belajar harus mendengarkan musik dan semacamnya hm mungkin itu saja,negative,47,
Bagus sih tapi apa apa haris premium,5,0,bagus sih tapi apa apa haris premium,positive,7,
Halah gatel masuk aja harus login ke goggle suen pengen ngpek akun to we Cok i mending aku donlod gotube,1,0,halah gatel masuk saja harus login ke goggle suen pengen ngpek akun to we cok i mending aku donlod gotube,positive,20,
Suaranya bagus plus jernih tapi iklannya terlalu banyak kadang bisa satu lagu 4 iklan jadi itu aja y,3,0,suaranya bagus plus jernih tapi iklannya terlalu banyak kadang bisa satu lagu iklan jadi itu saja y,positive,17,
Parah iklan nya dan ga bisa bebas putar lagu.,1,0,parah iklan nya dan tidak bisa bebas putar lagu,positive,9,
Seger banget di telinga,5,0,seger banget di telinga,negative,4,
Bagus saya menyukainya,5,0,bagus saya menyukainya,negative,3,
Kenapa tdk bs diunduh lagu seperti dulu untuk jadi nada dering 😔,4,0,kenapa tdk bs diunduh lagu seperti dulu untuk jadi nada dering,positive,11,
"ga bagus. Tolong lah iklannya di kurangi ,dan semua lagu harusnya ada lirik nya ,itu satu musik sampe 5 iklan kaya whatt?maksa bgt ya harus premium ?ga bgt deh",1,2,tidak bagus tolong lah iklannya di kurangi dan semua lagu harusnya ada lirik nya itu satu musik sampe iklan kaya whattmaksa banget ya harus premium tidak banget deh,positive,28,
"Selain jumlah streaming suka berkurang, semuanya bagus",4,0,selain jumlah streaming suka berkurang semuanya bagus,negative,7,
enak enak bgt lagunya,5,0,enak enak banget lagunya,negative,4,
"Terlalu banyak pengeluaran minimal ganti2 lagunya gratis lah jgn dikit-dikit premium cuma ganti2 lagu di playlist masa harus bayar dibatasin sih, giliran di premium in malah gabisa katanya harus cek pengaturan tapi pas udh dibenerin malah tetep ga bisa hadeh jadi ga bebas dengerin musik doang",2,5,terlalu banyak pengeluaran minimal ganti lagunya gratis lah jgn dikitdikit premium cuma ganti lagu di playlist masa harus bayar dibatasin sih giliran di premium in malah gabisa katanya harus cek pengaturan tapi pas sudah dibenerin malah tetep tidak bisa hadeh jadi tidak bebas dengerin musik doang,positive,46,
it'ss soo good!!,5,0,itss soo good,negative,3,
Bagus walau iklan ny dikit tpi ggp lah dari pada muncul mulu 🗿 Kalian yg belum instal ayo cepet di instal 🥰🌹,5,1,bagus walau iklan ny dikit tpi ggp lah dari pada muncul mulu kalian yang belum instal ayo cepet di instal,negative,20,
"Spotify memang hebat ,kami betul2 merasa terhibur dng lagu apapun. Terima kasih Spotify.",5,9,spotify memang hebat kami betul merasa terhibur dng lagu apapun terima kasih spotify,negative,13,
sangat asekk,5,0,sangat asekk,negative,2,
sanggat bangus,5,0,sanggat bangus,negative,2,
"bagusss bangetttt,rat 5",5,0,bagusss bangettttrat,negative,2,
bagus mantp boss ku,5,0,bagus mantp boss ku,negative,4,
Ribet apa-apa harus premium,1,0,ribet apaapa harus premium,positive,4,
Maksa harus premium ini mah,1,0,maksa harus premium ini mah,positive,5,
Aplikasinya jelek audionya jelek serba jelek,1,0,aplikasinya jelek audionya jelek serba jelek,positive,6,
"Bagus, tapi mungkin iklan nya dihapus sedikit saja jangan setiap selesai musik",4,1,bagus tapi mungkin iklan nya dihapus sedikit saja jangan setiap selesai musik,positive,12,
Okkkeeehhhhhh,5,0,okkkeeehhhhhh,positive,1,
Banyakin waktu untuk memutar nya saja🙏,5,0,banyakin waktu untuk memutar nya saja,negative,6,
Jernih,5,0,jernih,negative,1,
cocok buat yang lagi galau😓,5,0,cocok buat yang lagi galau,negative,5,
"Sekarang 1 lagu 2 smpai 3 iklny, hbis itu gk bisa milih lagu, minta uninstal apknya",1,2,sekarang lagu smpai iklny hbis itu gk bisa milih lagu minta uninstal apknya,positive,13,
"Buset dah mulai nguawor spotify ni, sekedar puter lagu di playlist aja nggak bisa berurutan kalau nggak premium, buat apa capek-capek buat playlist playlist!. premiumin aja semua. Dasar kepiting kikir",2,0,buset sudah mulai nguawor spotify ni sekedar puter lagu di playlist saja tidak bisa berurutan kalau tidak premium buat apa capekcapek buat playlist playlist premiumin saja semua dasar kepiting kikir,positive,30,
Lagu nya candu banget apalagi lagu jawa,5,0,lagu nya candu banget apalagi lagu jawa,negative,7,
Bagus bangetttttt,5,0,bagus bangetttttt,negative,2,
Mantap Krn gratis kebanyakan iklan,5,0,mantap krn gratis kebanyakan iklan,negative,5,
Menurut saya iklannya itu K-Pop ² terus jadi kaya ngak suka aja gitu tapi oke sih menurut ku lagunya juga bagus²...,5,2,menurut saya iklannya itu kpop terus jadi kaya ngak suka saja gitu tapi oke sih menurut ku lagunya juga bagus,negative,20,
Aplikasi bagus yang menghibur dan menyenangkan.,5,0,aplikasi bagus yang menghibur dan menyenangkan,negative,6,
Pemutar musik yg sangat bagus dan sangat cepat,5,0,pemutar musik yang sangat bagus dan sangat cepat,negative,8,
"makin di update makin kocak nih apk 😂😂. dikit dikit error, padahal sinyal bagus banget disini 😂😂",1,6,semakin di update semakin kocak nih apk dikit dikit error padahal sinyal bagus banget disini,positive,15,
"Spotify, memang okeeee... banget tanpa hambatan...",5,0,spotify memang okeeee banget tanpa hambatan,negative,6,
Terima kasih spotify,5,0,terima kasih spotify,negative,3,
"Aplikasi pelit kepada pengguna., tidak disarankan mendownload aplikasi ini, tidak seperti versi dulu yang lebih baik.",1,3,aplikasi pelit kepada pengguna tidak disarankan mendownload aplikasi ini tidak seperti versi dulu yang lebih baik,positive,16,
Karna banyak lagu premium,4,0,karna banyak lagu premium,negative,4,
